super_error_5,super_error_10,super_error_15,super_error_20,unsuper_error_5,unsuper_error_10,unsuper_error_15,unsuper_error_20
2.0005424499511717,2.223760223388672,2.327589569091797,2.3397666931152346,1.5376547574996948,1.5351324081420898,1.539253830909729,1.535112738609314
4.756803909150681,5.271313355700804,5.34092908802599,5.377248027537129,1.5684665441513062,1.5792627334594727,1.5766596794128418,1.5615373849868774
6.690008799235026,8.11238924662272,8.872550328572592,8.755572001139322,1.636636734008789,1.6341114044189453,1.6335663795471191,1.6247674226760864
10.499223727624393,13.203759054535801,14.87167328769721,16.4979011017142,1.878281831741333,1.8488582372665405,1.8542145490646362,1.865498423576355
12.61144550030048,15.626375638521635,19.575103759765625,22.158292330228367,1.9962742328643799,2.0073142051696777,1.982421875,1.9597718715667725
