dnmf_L0,MU_L0,dnmf_L1,MU_L1,dnmf_L2,MU_L2
99646.53125,186788.78276891852,41011.8203125,133776.39217395612,42631.66796875,76393.05261739616
99646.0390625,186726.13724263103,40904.80859375,133709.61268233153,42543.97265625,76352.70432662181
99411.390625,186662.91872070607,40795.55859375,133642.62522849237,42433.20703125,76312.53862712784
99445.0546875,186599.10867482895,40687.203125,133575.4312113523,42288.8515625,76272.55508567358
99187.828125,186534.68840001276,40553.625,133508.0319895681,42212.0,76232.7532692593
99255.109375,186469.63897905033,40420.34765625,133440.42888007514,42122.79296875,76193.13274502591
98970.203125,186403.94124272617,40308.55078125,133372.6231571545,42015.53125,76153.693080152
99112.40625,186337.57572690965,40202.66796875,133304.61605204735,41880.76171875,76114.43384175416
98870.0859375,186270.52262830368,40101.8046875,133236.40875313742,41715.45703125,76075.35459678795
99088.6796875,186202.76176127623,40003.75390625,133168.00240671454,41505.3125,76036.45491194986
98815.90625,186134.27251886815,39914.53125,133099.39811833246,41247.515625,75997.73435358147
99066.7890625,186065.03384170248,39829.33203125,133030.5969547821,40762.3984375,75959.19248757584
98795.359375,185995.0241990953,39748.84375,132961.5999466943,40149.8359375,75920.8288792853
99086.1796875,185924.22158712233,39672.0078125,132892.40809180163,41769.04296875,75882.64309343339
98815.25,185852.60354860083,39598.2265625,132823.02235888073,40123.8984375,75844.63469402696
99092.1171875,185780.14721979472,39530.2109375,132753.44369240123,39140.61328125,75806.80324427492
98845.3203125,185706.82940788547,39465.87890625,132683.67301790448,38839.49609375,75769.14830650655
99079.171875,185632.62670170038,39403.7890625,132613.7112481194,42272.2578125,75731.66944209508
98876.96875,185557.51561560057,39351.625,132543.55928981557,39559.81640625,75694.36621138513
99052.015625,185481.47276272578,39305.04296875,132473.2180513597,43766.9453125,75657.23817362258
98908.1171875,185404.47504905437,39265.98046875,132402.68845091911,44184.05859375,75620.28488688947
99014.6796875,185326.49987441424,39237.7890625,132331.9714252068,44502.78125,75583.50590804152
98925.71875,185247.52532147738,39210.96484375,132261.067938623,41105.84765625,75546.90079265143
98974.5078125,185167.53031011988,39182.7734375,132189.9789925895,45010.6640625,75510.46909495392
98937.25,185086.49469367153,39159.640625,132118.70563482706,45051.91015625,75474.21036779681
98915.7265625,185004.399276716,39134.4296875,132047.24896826726,44903.59765625,75438.12416259556
98926.5859375,184921.22574165676,39157.66796875,131975.61015925743,45137.953125,75402.21002929112
98826.4765625,184836.95648261716,39177.8984375,131903.79044468532,45121.55859375,75366.46751631306
98884.2265625,184751.5743584518,39195.78125,131831.79113764822,44834.44140625,75330.89617054569
98708.109375,184665.06238893387,39222.58203125,131759.6136313092,45338.28515625,75295.49553729834
98792.328125,184577.40342659742,39150.3671875,131687.25940063832,45301.33984375,75260.26516027987
98569.0,184488.57983921425,39088.48046875,131614.73000181175,45268.625,75225.20458157637
98646.203125,184398.5732339465,39247.7109375,131542.02706915408,45231.3125,75190.3133416332
98420.546875,184307.36424509462,39094.33984375,131469.15230963496,45193.0625,75155.59097923864
98476.671875,184214.93239550732,39026.33203125,131396.10749507113,45154.71484375,75121.03703151409
98285.96875,184121.2560299961,39094.7421875,131322.89445232024,45117.33984375,75086.65103390442
98314.796875,184026.3123098035,38865.9375,131249.51505188155,45079.95703125,75052.43252017311
98169.0390625,183930.0772516227,38764.484375,131175.97119540646,45042.046875,75018.38102239961
98173.1171875,183832.5257929602,38902.23046875,131102.26480268862,45003.1015625,74984.49607097993
98057.171875,183733.63186710214,38936.66796875,131028.39779871734,44963.44140625,74950.77719462932
98031.9140625,183633.36847441597,38766.046875,130954.37210135112,44923.44921875,74917.22392038793
97945.7421875,183531.7077410476,38580.9453125,130880.18961010723,44883.5078125,74883.83577362854
97911.0,183428.62096032532,38673.765625,130805.85219646296,44843.515625,74850.61227806537
97830.7734375,183324.07861573805,38932.03515625,130731.36169594928,44803.5234375,74817.5529557672
97775.015625,183218.05038696516,39753.28125,130656.71990219648,44763.53125,74784.6573271701
97699.984375,183110.5051420315,40311.953125,130581.92856296433,44723.4453125,74751.92491109225
97630.953125,183001.41091939787,40559.91015625,130506.9893780882,44683.33984375,74719.35522475111
97563.2265625,182890.7349038485,40726.546875,130431.90399917746,44642.875,74686.9477837811
97488.703125,182778.44339962516,40822.21875,130356.67403084734,44602.5546875,74654.70210225249
97426.9140625,182664.50180358088,40867.49609375,130281.30103321647,44562.87890625,74622.6176926914
97345.8203125,182548.87458034276,40879.73046875,130205.78652539368,44523.26171875,74590.69406610113
97287.171875,182431.52524069056,40868.6875,130130.13198967982,44483.91796875,74558.93073198278
97198.9921875,182312.41632367708,40841.66796875,130054.33887622316,44444.26953125,74527.32719835888
97133.0625,182191.50938244985,40804.04296875,129978.40860790624,44404.81640625,74495.88297179468
97033.09375,182068.76497333078,40760.09765625,129902.34258526986,44364.734375,74464.59755742147
96965.2734375,181944.1426474548,40721.88671875,129826.14219131978,44324.12890625,74433.47045896034
96864.7265625,181817.60094414718,40682.625,129749.80879610234,44283.0859375,74402.50117874447
96796.5859375,181689.09738524046,40645.640625,129673.34376096178,44241.44921875,74371.68921774297
96697.2265625,181558.58846964655,40609.8359375,129596.74844243085,44199.13671875,74341.03407558329
96628.6328125,181426.0296677085,40575.890625,129520.02419572325,44156.23828125,74310.53525057467
96527.5625,181291.37541513995,40544.40234375,129443.17237782235,44112.5703125,74280.19223972975
96452.6640625,181154.57910668262,40515.28515625,129366.19435017197,44068.203125,74250.00453878715
96349.71875,181015.59308996933,40487.91796875,129289.09148098512,44019.61328125,74219.9716422326
96268.1796875,180874.36866042606,40462.87890625,129211.86514719982,43959.3125,74190.09304331985
96180.21875,180730.85605837347,40440.66796875,129134.51673610615,43898.54296875,74160.36823409038
96109.6484375,180585.00446975048,40421.78515625,129057.04764667827,43837.45703125,74130.79670539312
96039.125,180436.76203206825,40406.38671875,128979.45929063963,43776.0546875,74101.37794690255
95954.71875,180286.07584730006,40394.49609375,128901.75309329375,43713.94921875,74072.11144713663
95883.2109375,180132.8920034086,40385.95703125,128823.93049414495,43651.46484375,74042.99669347281
95754.046875,179977.15560613477,40380.66015625,128745.99294733595,43588.65234375,74014.03317216414
95641.171875,179818.81082254468,40378.4453125,128667.94192192408,43525.76953125,73985.22036835314
95467.9609375,179657.80093767826,40379.04296875,128589.77890201769,43462.60546875,73956.55776608546
95358.5703125,179494.06842550964,40382.29296875,128511.50538678738,43399.24609375,73928.04484832214
95174.09375,179327.55503532258,40387.8671875,128433.12289036985,43288.203125,73899.68109695017
95069.453125,179158.201894515,40395.8359375,128354.63294167678,43157.87890625,73871.46599279273
94872.28125,178985.94962876767,40406.10546875,128276.03708412017,43030.2421875,73843.39901561724
94769.140625,178810.73850037289,40418.6953125,128197.33687526538,42905.03515625,73815.47964414288
94565.890625,178632.50856528967,40433.1015625,128118.53388641855,42782.33984375,73787.70735604657
94469.40625,178451.1998491285,40448.109375,128039.6297021582,42661.96484375,73760.08162796752
94262.9140625,178266.7525417552,40464.41796875,127960.62591981675,42543.890625,73732.60193551067
94166.53125,178079.1072095941,40482.0078125,127881.52414891728,42427.91015625,73705.26775324902
93952.8984375,177888.2050240547,40500.96484375,127802.32601056961,42314.0546875,73678.0785547245
93861.40625,177693.98800394931,40520.94921875,127723.03313683235,42202.296875,73651.03381244715
93653.4140625,177496.3992694209,40541.60546875,127643.6471700391,42093.45703125,73624.13299789393
93553.0859375,177295.38330488067,40562.84765625,127564.16976209453,41987.51953125,73597.37558150607
93349.4609375,177090.88622883963,40584.609375,127484.60257373894,41883.4296875,73570.76103268482
93245.203125,176882.85606926747,40606.734375,127404.94727378346,41781.33984375,73544.28881978599
93046.3046875,176671.2430441442,40629.26953125,127325.20553831404,41681.1015625,73517.95841011484
92939.21875,176455.9998479648,40652.6640625,127245.379049865,41582.60546875,73491.76926991786
92744.5703125,176237.0819458987,40676.109375,127165.4694965611,41485.89453125,73465.7208643749
92634.75,176014.4478778425,40699.3671875,127085.47857122928,41391.03125,73439.8126575904
92445.6484375,175788.05957460948,40722.37890625,127005.4079704797,41298.07421875,73414.04411258268
92334.4765625,175557.88268790825,40744.91796875,126925.25939375994,41206.90234375,73388.41469127378
92149.0625,175323.88693470502,40766.73828125,126845.03454238719,41117.65234375,73362.92385447818
92035.59375,175086.04645522402,40787.9296875,126764.7351185621,41031.55859375,73337.57106188958
91852.9375,174844.34018250412,40808.4140625,126684.36282437739,40947.20703125,73312.35577206951
91740.140625,174598.75222031336,40828.05078125,126603.91936082873,40864.6640625,73287.27744243375
91560.15625,174349.2722254908,40846.91796875,126523.40642684489,40784.03125,73262.33552923867
91443.6796875,174095.8957904568,40864.29296875,126442.82571835165,40705.46875,73237.52948756785
91266.828125,173838.62482158453,40880.125,126362.17892738785,40628.8359375,73212.85877131802
91149.25,173577.46790922244,40894.91796875,126281.46774129184,40553.984375,73188.32283318556
90977.3828125,173312.4406851896,40908.6328125,126200.69384197897,40480.6953125,73163.92112465203
90860.953125,173043.56616354565,40921.203125,126119.85890532582,40409.1015625,73139.65309597143
90691.609375,172770.87506055797,40932.6953125,126038.96460068099,40339.359375,73115.51819615594
90578.140625,172494.40609050752,40942.98046875,125958.01259051156,40271.41796875,73091.51587296391
90411.8359375,172214.20623600046,40952.29296875,125877.00453020011,40205.13671875,73067.64557288671
90298.8984375,171930.33099537832,40960.5078125,125795.94206799354,40140.44140625,73043.90674113827
90133.03125,171642.84461576154,40967.66015625,125714.82684510616,40077.40234375,73020.29882164286
90021.671875,171351.8203273011,40973.7265625,125633.66049597006,40015.9375,72996.82125702627
89842.78125,171057.34060008044,40978.86328125,125552.44464862395,39955.87109375,72973.47348860663
89722.28125,170759.49744639883,40982.953125,125471.180925223,39897.23828125,72950.25495638682
89538.015625,170458.3927845022,40987.3203125,125389.87094265,39839.9296875,72927.16509904811
89420.3515625,170154.13886361502,40991.0703125,125308.51631320306,39783.75390625,72904.20335394588
89241.3046875,169846.85872629017,40993.765625,125227.11864533326,39728.68359375,72881.36915710555
89152.40625,169536.68665839988,40995.5703125,125145.67954440395,39674.75390625,72858.66194322155
89000.5859375,169223.7685574879,40996.41796875,125064.20061343975,39621.7734375,72836.08114565794
88905.8359375,168908.26214362355,40996.4140625,124982.68345384162,39569.98046875,72813.62619644964
88754.0,168590.33694610104,40995.47265625,124901.12966603509,39519.00390625,72791.29652630797
88658.40625,168270.174021792,40993.76953125,124819.5408500327,39468.8671875,72769.09156462585
88510.8984375,167947.96539022174,40991.23046875,124737.9186058861,39419.5234375,72747.0107394874
88412.21875,167623.9131990165,40988.02734375,124656.2645340134,39370.87109375,72725.05347767867
88260.625,167298.22865564903,40984.03515625,124574.58023538729,39322.91796875,72703.21920470083
88159.5859375,166971.1307749393,40979.3515625,124492.86731157645,39275.65234375,72681.50734478625
88005.578125,166642.84499719116,40974.05859375,124411.12736463765,39229.109375,72659.9173209171
87909.4609375,166313.60173150545,40968.05859375,124329.3619968557,39183.0,72638.44855484644
87749.3046875,165983.6348755753,40961.9375,124247.57281033794,39137.44140625,72617.10046712196
87657.875,165653.18035929822,40955.42578125,124165.76140647035,39092.421875,72595.87247711264
87491.875,165322.47475595443,40948.33984375,124083.92938524173,39047.75390625,72574.76400303733
87402.875,164991.754001301,40940.8515625,124002.07834445275,39003.55859375,72553.77446199776
87235.28125,164661.25225644498,40932.78125,123920.20987881933,38959.796875,72532.90327001232
87140.5390625,164331.2009426839,40924.17578125,123838.32557898757,38916.44140625,72512.14984205393
86981.375,164001.82796321713,40915.18359375,123756.42703047242,38873.484375,72491.51359209041
86878.7890625,163673.35710574605,40905.61328125,123674.51581253849,38830.7890625,72470.99393312713
86729.6875,163346.0075910005,40895.5859375,123592.5934970345,38788.65625,72450.59027725238
86619.625,163019.99369718524,40885.08203125,123510.6616471972,38746.96875,72430.30203568615
86472.296875,162695.5243548486,40874.21875,123428.72181643778,38705.4765625,72410.12861883004
86360.875,162372.80257974306,40862.83984375,123346.77554712321,38664.265625,72390.06943632099
86214.8984375,162052.0246039227,40851.078125,123264.82436936298,38623.57421875,72370.12389708677
86106.0703125,161733.37858740924,40838.92578125,123182.86979981145,38583.24609375,72350.29140940332
85961.59375,161417.04284853372,40826.3046875,123100.91334049671,38543.140625,72330.57138095544
85855.03125,161103.18363561513,40813.46875,123018.9564776815,38503.515625,72310.9632188985
85713.203125,160791.95256058898,40800.08203125,122937.00068076469,38464.1953125,72291.46632992229
85605.7265625,160483.48390398404,40786.07421875,122855.04740123032,38425.234375,72272.08012031742
85469.8984375,160177.89205798408,40771.8515625,122773.09807164804,38386.78125,72252.80399604232
85360.59375,159875.2693877619,40757.4921875,122691.15410473282,38348.69140625,72233.63736279264
85230.953125,159575.68476442658,40742.8984375,122609.2168924664,38311.1640625,72214.5796260714
85117.640625,159279.18297367686,40727.953125,122527.28780528685,38273.9375,72195.63019126111
84993.4296875,158985.78515512857,40712.640625,122445.36819135115,38237.12109375,72176.78846369643
84871.125,158695.49039385334,40696.9921875,122363.45937587407,38200.91015625,72158.05384873739
84754.578125,158408.27857002142,40680.953125,122281.56266055023,38165.03125,72139.42575184499
84625.1953125,158124.1145642828,40664.6640625,122199.67932306427,38129.78515625,72120.90357865508
84517.1953125,157842.95389836072,40648.03125,122117.81061669497,38095.00390625,72102.4867350549
84382.390625,157564.74984406724,40631.0546875,122035.95777001967,38060.76953125,72084.17462725821
84284.8046875,157289.4619449895,40613.9453125,121954.12198672756,38026.859375,72065.96666188238
84143.6171875,157017.06575562985,40596.55078125,121872.30444554838,37993.484375,72047.86224602273
84055.5234375,156747.56341553925,40578.92578125,121790.50630030429,37960.515625,72029.86078732999
83906.2109375,156480.99445819083,40561.203125,121708.72868009713,37927.9375,72011.96169408491
83832.3046875,156217.44604071282,40543.21875,121626.97268963544,37895.765625,71994.16437527313
83672.625,155957.06162138318,40525.015625,121545.23940971661,37864.0390625,71976.46824066034
83616.3671875,155700.0470634897,40506.58203125,121463.52989786761,37832.66015625,71958.8727008656
83443.8828125,155446.67325284032,40488.1484375,121381.84518916025,37801.75390625,71941.3771674343
83409.3515625,155197.27459881743,40469.54296875,121300.1862972027,37771.1796875,71923.9810529096
83222.7890625,154952.24322078793,40450.7109375,121218.55421532043,37741.125,71906.68377090401
83210.734375,154712.01913831828,40431.78125,121136.94991792925,37711.31640625,71889.48473616845
83010.484375,154477.07729637608,40412.640625,121055.37436210403,37681.8515625,71872.38336466036
83019.8359375,154247.912674749,40393.50390625,120973.82848934623,37652.80859375,71855.37907361134
82804.828125,154025.0249776503,40374.1328125,120892.31322754563,37623.95703125,71838.47128159182
82831.3515625,153808.90442107694,40354.74609375,120810.82949312992,37595.59765625,71821.65940857549
82612.7890625,153600.01991185627,40331.34765625,120729.37819339376,37567.36328125,71804.94287600102
82647.15625,153398.81047775288,40307.265625,120647.96022899075,37539.5546875,71788.32110683338
82432.515625,153205.68026436536,40283.3515625,120566.57649656868,37512.0703125,71771.79352562189
82466.796875,153020.996906543,40259.390625,120485.22789152493,37484.73828125,71755.35955855806
82261.1171875,152845.09273148674,40235.5859375,120403.91531085274,37457.66015625,71739.0186335304
82288.6640625,152678.26809384584,40211.87890625,120322.63965604764,37430.86328125,71722.77018017754
82095.78125,152520.79612273915,40188.38671875,120241.40183603918,37404.33203125,71706.61362994042
82115.390625,152372.92817634836,40164.91796875,120160.20277011067,37378.03515625,71690.5484161116
81936.7578125,152234.89927310243,40141.87109375,120079.04339077155,37351.9921875,71674.57397388316
81947.75,152106.93267900404,40118.8359375,119997.92464654407,37326.34765625,71658.68974039196
81783.0859375,151989.24271361844,40096.08203125,119916.84750463016,37301.09765625,71642.89515476392
81785.46875,151882.03476054766,40073.50390625,119835.81295342497,37275.765625,71627.18965815615
81633.359375,151785.50150734096,40051.02734375,119754.82200484556,37250.23046875,71611.57269379667
81628.0078125,151699.81465882796,40028.73046875,119673.87569645037,37224.80859375,71596.04370702243
81487.7890625,151625.1118047443,40006.4140625,119592.97509332304,37199.703125,71580.60214531595
81474.4765625,151561.47877581615,39984.39453125,119512.1212897031,37174.79296875,71565.24745833933
81343.5625,151508.9286387212,39962.58203125,119431.31541034364,37150.0546875,71549.97909796712
81323.359375,151467.37934591665,39940.84375,119350.55861158656,37125.453125,71534.7965183171
81200.859375,151436.63280174,39919.359375,119269.85208214127,37101.08203125,71519.69917577847
81176.671875,151416.35853136866,39898.1484375,119189.1970435606,37076.84375,71504.68652903975
81061.5703125,151406.08506207928,39877.109375,119108.59475040989,37052.6640625,71489.75803911421
81033.3046875,151405.20144403234,39856.2734375,119028.04649012683,37028.7421875,71474.91316936305
80924.0,151412.97008056933,39835.5625,118947.5535825758,37004.984375,71460.15138551821
80891.3515625,151428.55039166324,39814.96484375,118867.1173792986,36981.3515625,71445.47215570239
80787.390625,151451.03111857054,39794.63671875,118786.73926247595,36957.57421875,71430.874950448
80751.25,151479.46767778168,39774.375,118706.4206436094,36933.765625,71416.35924271472
80652.7890625,151512.9202339063,39754.39453125,118626.16296194163,36909.98046875,71401.92450790532
80613.828125,151550.48827827384,39734.55859375,118545.96768263867,36886.42578125,71387.57022388016
80517.59375,151591.33843081357,39714.9296875,118465.83629475582,36863.0234375,71373.29587096968
80476.21875,151634.7236358255,39695.36328125,118385.7703090183,36839.6796875,71359.10093198696
80382.1640625,151679.9934506746,39676.08203125,118305.77125544653,36816.6484375,71344.98489223733
80339.4140625,151726.59632212625,39656.96484375,118225.84068085757,36793.671875,71330.94723952733
80246.4140625,151774.07543845114,39637.9921875,118145.9801462795,36770.90234375,71316.98746417352
80202.625,151822.06006259515,39619.28515625,118066.19122431288,36748.29296875,71303.10505900763
80111.1484375,151870.25445643594,39600.7578125,117986.47549647055,36725.890625,71289.299519383
80066.6171875,151918.4266988203,39582.4140625,117906.83455053365,36703.63671875,71275.57034317868
79975.0859375,151966.3995804018,39564.28515625,117827.26997795231,36681.5546875,71261.91703080237
79928.0390625,152014.04480360897,39546.29296875,117747.78337132098,36659.69921875,71248.3390851929
79835.5625,152061.27988497092,39528.484375,117668.37632195334,36638.03515625,71234.83601182135
79790.859375,152108.0653385861,39510.8125,117589.05041758037,36616.578125,71221.40731869129
79699.7578125,152154.3990766294,39493.3359375,117509.80724018987,36595.21484375,71208.0525163378
79656.25,152200.30592481824,39476.03515625,117430.64836402022,36574.07421875,71194.7711178265
79565.6484375,152245.82235456322,39458.796875,117351.57535372114,36553.03515625,71181.56263875024
79523.15625,152290.97928570263,39441.81640625,117272.5897626848,36532.17578125,71168.42659722664
79431.9296875,152335.7880375399,39425.10546875,117193.69313155103,36511.5546875,71155.36251389365
79390.609375,152380.2347040784,39408.515625,117114.88698688376,36491.140625,71142.36991190445
79299.5703125,152424.28552911986,39391.98046875,117036.1728400123,36470.7734375,71129.44831692254
79259.4921875,152467.90139192308,39375.734375,116957.55218603082,36450.625,71116.59725711525
79167.9296875,152511.05606135682,39359.63671875,116879.02650294246,36430.60546875,71103.81626314676
79130.0078125,152553.75250951335,39343.73046875,116800.59725093492,36410.8046875,71091.10486817037
79037.28125,152596.0339091269,39327.91796875,116722.26587177446,36391.10546875,71078.4626078209
79002.03125,152637.9888922384,39312.34375,116644.03378830111,36371.59765625,71065.8890202058
78907.0078125,152679.75245504038,39296.87890625,116565.90240400875,36352.24609375,71053.38364589565
78875.296875,152721.5041088042,39281.58984375,116487.87310269779,36333.05078125,71040.94602791444
78777.859375,152763.4639622807,39266.40234375,116409.94724818405,36314.02734375,71028.57571172982
78751.140625,152805.88597457713,39251.38671875,116332.12618405365,36295.19140625,71016.27224524155
78650.203125,152849.0460316061,39236.5625,116254.41123345416,36276.4921875,71004.03517877078
78628.2265625,152893.2211459926,39221.88671875,116176.80369891357,36258.0,70991.86406504866
78523.203125,152938.6558035736,39207.24609375,116099.30486218378,36239.95703125,70979.75845920348
78507.3125,152985.5140033507,39192.9453125,116021.91598410824,36221.98046875,70967.71791874869
78397.265625,153033.82291316945,39178.73828125,115944.63830450844,36204.203125,70955.74200357049
78388.9296875,153083.4259518432,39164.7109375,115867.4730420987,36186.59375,70943.83027591408
78272.71875,153133.97263095493,39150.9296875,115790.4213944287,36169.0625,70931.98230037028
78272.5390625,153184.96675188828,39137.3515625,115713.48453785696,36151.7734375,70920.19764386181
78148.6640625,153235.86714509834,39123.84375,115636.66362756435,36134.6484375,70908.47587562911
78157.359375,153286.201716252,39110.55078125,115559.95979760708,36117.61328125,70896.81656721601
78026.03125,153335.6457222919,39097.39453125,115483.37416101381,36100.75390625,70885.21929245551
78043.7578125,153384.0393205479,39084.2578125,115406.90780992847,36084.0546875,70873.68362745357
77903.3515625,153431.3549539027,39070.55078125,115330.56181579485,36067.5546875,70862.20915057532
77930.6640625,153477.64390758294,39057.33984375,115254.33722958135,36051.28515625,70850.79544242872
77779.9921875,153522.98763872287,39044.3125,115178.23508203708,36035.09375,70839.44208584989
77815.96875,153567.46574051125,39031.453125,115102.256383968,36019.0703125,70828.1486658863
77656.609375,153611.1409488818,39018.68359375,115026.40212652272,36003.109375,70816.9147697813
77700.4296875,153654.05634217008,39005.97265625,114950.67328146569,35986.1015625,70805.73998695773
77532.5703125,153696.23916022864,38993.4296875,114875.07080142145,35967.921875,70794.62390900204
77580.734375,153737.70678057006,38981.0078125,114799.59562006466,35950.0234375,70783.56612964718
77408.2734375,153778.47166917505,38968.59765625,114724.24865222843,35932.36328125,70772.5662447561
77457.6796875,153818.54317043844,38956.37890625,114649.03079390171,35914.88671875,70761.62385230552
77284.953125,153857.9253383456,38944.11328125,114573.94292208437,35897.5390625,70750.73855236745
77332.0703125,153896.61233273233,38932.015625,114498.9858944619,35880.32421875,70739.90994709423
77163.453125,153934.58554761988,38919.91796875,114424.16054886229,35863.2265625,70729.13764069973
77206.28125,153971.81675760946,38907.99609375,114349.46770245595,35846.04296875,70718.42123944254
77046.09375,154008.27720192098,38896.03125,114274.90815065136,35828.984375,70707.76035160894
77082.796875,154043.94710504287,38884.203125,114200.48266564168,35812.0546875,70697.15458749469
76934.375,154078.8195468976,38872.46875,114126.19199455249,35795.1484375,70686.60355938794
76964.5625,154112.89716342557,38860.82421875,114052.03685713718,35778.41796875,70676.10688155172
76828.0625,154146.18482793463,38849.19140625,113978.01794296544,35761.7421875,70665.6641702054
76853.4609375,154178.68284179873,38837.7109375,113904.13590804876,35745.234375,70655.27504350801
76730.375,154210.38375177854,38826.29296875,113830.39137084098,35728.734375,70644.93912153905
76750.2578125,154241.27347734635,38814.84375,113756.78490755984,35712.26953125,70634.65602628153
76639.7734375,154271.335367309,38803.5859375,113683.31704676856,35695.93359375,70624.42538160384
76655.8125,154300.5549817066,38792.3046875,113609.98826316766,35679.65625,70614.24681324133
76556.6953125,154328.9239015416,38781.18359375,113536.7989705543,35663.4609375,70604.11994877798
76569.171875,154356.44197221712,38770.015625,113463.74951391916,35647.3359375,70594.0444176292
76480.359375,154383.11821326404,38759.0078125,113390.84016067669,35631.28125,70584.01985102284
76488.515625,154408.9708212844,38748.11328125,113318.07109105714,35615.26953125,70574.04588198116
76408.0625,154434.0264360453,38737.234375,113245.44238773215,35599.3046875,70564.12214530306
76411.46875,154458.31857170956,38724.4375,113172.95402481669,35583.453125,70554.24827754496
76337.7265625,154481.8852960009,38710.66015625,113100.60585646995,35567.62890625,70544.42391700325
76337.0234375,154504.766877452,38697.15625,113028.39760543348,35551.91796875,70534.64870369594
76268.5078125,154527.00437073375,38683.46875,112956.32885198963,35536.21875,70524.92227934387
76263.8515625,154548.6392844858,38669.90234375,112884.39902399856,35520.6953125,70515.24428735333
76199.8359375,154569.71347304448,38656.41015625,112812.60738888988,35505.21484375,70505.61437279683
76191.640625,154590.26847539886,38642.97265625,112740.95304873312,35489.78515625,70496.0321823954
76130.0859375,154610.34432997613,38629.515625,112669.43493978945,35474.40234375,70486.49736450061
76118.6484375,154629.97835074956,38616.26171875,112598.05183823741,35459.015625,70477.00956907551
76058.953125,154649.20424946616,38603.015625,112526.80237403313,35444.015625,70467.5684476777
76044.25,154668.05172348226,38590.01953125,112455.68505508077,35429.12890625,70458.17365343984
75986.5859375,154686.54645703456,38576.9453125,112384.69830397725,35414.32421875,70448.82484105277
75968.828125,154704.71042417618,38564.07421875,112313.8405094727,35399.625,70439.52166674696
75911.890625,154722.56238047327,38551.28125,112243.11009438669,35384.859375,70430.26378827484
75890.59375,154740.1184499527,38538.4453125,112172.50560089828,35370.23046875,70421.05086489239
75833.171875,154757.3927375673,38525.76171875,112102.0257928474,35355.67578125,70411.8825573422
75809.46875,154774.3979197114,38513.140625,112031.66977288036,35341.1015625,70402.75852783537
75753.140625,154791.14578378518,38500.6875,111961.4371100071,35326.68359375,70393.67844003405
75727.875,154807.64770167597,38488.4140625,111891.3279705829,35312.296875,70384.64195903396
75671.8125,154823.9150314325,38476.2109375,111821.34324318868,35297.9375,70375.64875134717
75645.5859375,154839.95944711514,38464.15234375,111751.48464583712,35283.703125,70366.69848488535
75589.859375,154855.79319977108,38452.0859375,111681.75480290671,35269.43359375,70357.79082894167
75562.5625,154871.4293138098,38440.16015625,111612.15727972906,35255.15625,70348.92545417558
75507.484375,154886.88172369875,38428.31640625,111542.69656517573,35241.02734375,70340.1020325949
75479.640625,154902.16535657083,38416.58984375,111473.37799693803,35226.96484375,70331.32023754007
75424.0078125,154917.2961674111,38404.95703125,111404.2076300285,35212.95703125,70322.57974366762
75395.21875,154932.2911349305,38393.4765625,111335.19205555365,35199.0546875,70313.88022693434
75340.3359375,154947.16822775587,38382.12890625,111266.33818286023,35185.23046875,70305.22136458175
75311.5078125,154961.94635176743,38370.8359375,111197.65300263373,35171.4921875,70296.60283512024
75256.6328125,154976.6452899534,38359.6015625,111129.14335054415,35157.78515625,70288.02431831427
75228.03125,154991.28564590734,38348.53125,111060.81569028323,35144.2578125,70279.48549516698
75172.9296875,155005.88880111004,38337.53515625,110992.6759315376,35130.89453125,70270.986047906
75144.71875,155020.4768946884,38326.51953125,110924.72929339077,35117.62890625,70262.5256599697
75089.4375,155035.07283274416,38315.6484375,110856.98021784791,35104.4609375,70254.10401599153
75061.8203125,155049.70033290976,38304.9375,110789.4323326656,35091.375,70245.72080178856
75005.8359375,155064.38400878655,38294.33203125,110722.08845823082,35078.29296875,70237.37570434692
74979.2890625,155079.14949853637,38283.7578125,110654.95065029024,35065.40625,70229.06841180936
74922.9921875,155094.0236422577,38273.3359375,110588.02026896407,35052.64453125,70220.7986134631
74897.078125,155109.03471386444,38262.96484375,110521.29806445513,35040.03125,70212.56599972754
74840.234375,155124.2127143699,38252.6484375,110454.78427083897,35027.4453125,70204.37026214343
74815.9609375,155139.58973279953,38242.4140625,110388.47870087539,35015.03515625,70196.21109336054
74758.1953125,155155.2003739586,38232.29296875,110322.38083654939,35002.62109375,70188.08818712877
74735.171875,155171.0822313695,38222.11328125,110256.48991178282,34990.5390625,70180.00123828634
74676.625,155187.2763403566,38212.0625,110190.80498525812,34978.265625,70171.94994275174
74655.4296875,155203.82748068313,38202.13671875,110125.32500250048,34966.21875,70163.93399751386
74595.359375,155220.78414066252,38192.2421875,110060.04884726008,34954.13671875,70155.9531006235
74576.2734375,155238.1979891219,38182.45703125,109994.97538282917,34942.453125,70148.00695118582
74514.53125,155256.12294649158,38172.78125,109930.10348429631,34930.4453125,70140.09524935257
74497.2265625,155274.61443147477,38163.2578125,109865.43206291407,34919.03125,70132.21769631526
74430.3203125,155293.72984362097,38153.79296875,109800.96008379472,34907.1875,70124.37399429925
74411.1171875,155313.53134448154,38144.3125,109736.68657810974,34896.09375,70116.56384655791
74341.8515625,155334.0912744287,38135.0078125,109672.61065086373,34884.20703125,70108.78695736734
74327.5703125,155355.4995538994,38125.91015625,109608.73148518795,34873.62109375,70101.04303202196
